cid,MP
13618,"['131 to 135 °F (NTP, 1992)', '58 °C', '101 °C']"
10140,['170 °C']
20431,"['455 to 460 °F (NTP, 1992)', '235-238 °C']"
26176,['-42 °C']
4059,['71 °C']
27582,"['171 to 174 °F (NTP, 1992)', '57 °C (FP)', '79-81 °C']"
3676,"['68.5 °C', '68 °C', '68.5 °C']"
6137,"['536 to 540 °F decomposes 541.4-543.2 °F (NTP, 1992)', '283 dec °C', '280-282 °C (decomposes, sealed capillary)', '284 °C']"
6567,"['-35 °F (NTP, 1992)', '-12 °C']"
8759,"['240', 'MP: 242 °C /EDTA disodium dihydrate/']"
34468,['98.0-99.0 °C']
14993,"['176 °C', 'MP: 176-178 °C, resolidifying and remelting at 185-187 °C; (technical melts 150-170 °C, and again at 170-185 °C)']"
3032604,"['-49 °F (EPA, 1998)', '-45 °C', '-45 °C']"
61789,['Decomposes at 235 °C']
7773,"['129 °F (USCG, 1999)', '49 °C', '49-57 °C']"
24436,"['884 °C', 'Latent heat of fusion: 24.4 kJ at melting point', '884 °C']"
4485,"['342 to 345 °F (NTP, 1992)', '172-174 °C', '172-174 °C', '172 - 174 °C']"
41693,"['136.3', '96.6 °C', '97 °C']"
7612,"['-121 °F (NIOSH, 2023)', '-95.54 °C', '-85 °C', '-121 °F', '-121 °F']"
4649,"['150.5 dec °C', '150-151 °C, with effervescence', 'NEEDLES FROM ALC; MP: 115 °C /ETHYL ESTER/', '150.5 °C']"
8370,"['441 to 444 °F (NTP, 1992)', '228.83 °C', 'MP: 200 °C /Technical product/', '226 °C', '231 °C', '441-444 °F']"
110862,"['-121 °F (NTP, 1992)', 'FREEZING POINT: -85 °C']"
8054,"['-85 °F (NTP, 1992)', '-65.1 °C', '-65 °C', '-85 °F', '-85 °F']"
12586,['-95 °C']
7915,"['-100.1 °F (NTP, 1992)', '-73.4 °C', '-73.4 °C', '-73 °C', '-100.1 °F', '-92 °F']"
7501,"['464 °F (NTP, 1992)', '-24 to -23 °F (NTP, 1992)', '-30.65 °C', 'Latent heat of fusion: 10.95 kJ/mole (at melting point); Latent heat of sublimation: 43.9 kJ/mole (25 °C); Heat of formation: 103.8 kJ/mole (25 °C); Ionization potential: 8.42 eV', '-33 °C', '-30.6 °C', '-23 °F', '-23 °F']"
9450,"['16 °F (NTP, 1992)']"
13529,"['25 °F (NTP, 1992)']"
5361092,['272-274']
7725,"['-6 °C', '-6 °C']"
6585,"['-22 to 32 °F (EPA, 1998)', '-0.2 °C', '0.1 °C', '0 °C']"
6582,['28 °C']
6540,"['-94 °F (NTP, 1992)', '-70 °C']"
4064,"['219 to 223 °F (NTP, 1992)', '105 °C', '105 °C', '105 °C']"
7983,"['-133 °F (USCG, 1999)', '-91.5 °C', '-133 °F']"
24393,['64 °C']
13814,"['374 to 388 °F (EPA, 1998)', '190-198 °C']"
5754,"['220 °C', '217-220 °C with some decomposition', '220 °C']"
5333,"['329 to 331 °F (NTP, 1992)', '165.5 °C', '165.5 °C', '165.5 °C']"
5634,"['24.5', '24.5 °C']"
281,"['-326 °F (USCG, 1999)', '-337 °F (NIOSH, 2023)', '-205.02 °C', '-56.5 °C', '-205 °C', '-337 °F', '-337 °F']"
62448,"['greater than 572 °F (NTP, 1992)']"
2802,"['238-240', '237.5 °C', '236.5 - 238.5 °C']"
7222,"['2 °C', '2 °C']"
3347,['39.5 - 53.7 °C']
7520,['-15 °C']
7789,['82 °C']
8881,"['-147.1 °F (USCG, 1999)', '-99.5 °C', '-99 °C']"
16554,"['138 °C (PURE)', 'MP: 134-138 °C /Technical/']"
7270,"['280 to 284 °F (NTP, 1992)', '139.5 °C', '139-140 °C']"
6734,"['203 °F (NTP, 1992)', '93 °C', '95 °C']"
5073,"['170', '170 °C', '170 °C']"
6926,"['617 °F (decomposes) (NTP, 1992)']"
47491,"['176 °C', 'MP: 174-178 °C']"
13652,"['18.7 °F (NTP, 1992)']"
7245,"['48.2 °F (NTP, 1992)', '9.8 °C', 'MP: 7 °C (ALPHA), 0 °C (BETA), 4.1 °C (GAMMA)', '9.3-9.8 °C']"
18996,['Decomposes at 208 °C']
7492,"['343.4 °F (USCG, 1999)', '174 °C', '173-174 °C', '343 °F']"
7705,['-87.9 °C']
11529,"['-128 °F (USCG, 1999)', '-89 °C', '-90 °C']"
114994,['198.0 to 199.0 °C']
68315,['143 °F']
5360515,"['168-170 °C', '169 °C', 'Crystals from methanol. MP: 274-276 °C /Naltrexone hydrochloride/', '169 - 170 °C; 274 - 276 °C (hydrochloride salt)']"
5364932,"['133.7 to 135.5 °F (EPA, 1998)', '56.5 TO 57.5 °C']"
2315,"['222-223 °C', '224.5 to 225.5 °C (also reported as 221 to 223 °C)', '221 - 223 °C']"
92433,['178.6-180.7 °C']
3386,"['193 - 197 °C', '179 - 182 °C']"
6061,"['-62.3 °F (EPA, 1998)', '-52.4 °C', '-52.4 °C', '-62 °F']"
11169,"['17.5 °C', '17.5 °C']"
560193,"['43 °C', 'White waxy solid. Melting point ca 40 °C. /technical vamidothion/', '46-48 °C']"
7293,"['226 °F (NTP, 1992)', '108 °C', '108.00 °C. @ 760.00 mm Hg', '102-107 °C']"
6591,"['-33 °F (NTP, 1992)', '-42.3 °C', 'Liquid molar volume = 0.105754 cu m/kmol; Heat of fusion at melting point = 9.172X10+06 J/kmol', '-42,5 °C', '-33 °F', '-33 °F']"
6824,"['103 °C', 'MP: 102-104 °C']"
12257,['-80 °C']
9268,['60.4 °C']
13940,"['358 °F (NTP, 1992)', '181-182 °C']"
9571009,['85-89 °C /Technical/']
31593,['190-192']
522606,['480 °C with decomposition.']
7434,['121.3 °C']
60877,"['136-138', '136-140 °C', '136 - 140 °C']"
135398739,"['347 °F (decomposes) (NTP, 1992)', '160-163 °C', '160-163 °C', '160 - 163 °C']"
7519,"['-37.3 °C', '-37.5 °C', '-37 °C']"
13943,['167-169 °C']
8129,"['-29 °F (USCG, 1999)', '-34.6 °C', '-34.1 °C', '-34 °C']"
91595,"['39 °F (NTP, 1992)']"
8560,"['-94 °F (NTP, 1992)', 'freezing point: -70 °C', '-70 °C']"
101150,['-55.00 °C. @ 760.00 mm Hg']
7948,"['147 °F (NTP, 1992)', '64 °C', '64 °C']"
153920,['137.5 °C']
7003,"['-9 to -4 °F (NTP, 1992)', '-2.5 °C', '-2.3 °C']"
19309,"['77-79 °C', '77 - 78 °C']"
10560,"['-165 °C', 'Liquid molar volume = 0.109430 cu m/kmol. IG Heat of Formation = -9.66X10+7 J/kmol. Heat of fusion at melting point = 6.477X10+6 J/kmol']"
10228,['83-84 °C']
522689,"['1576 °F (NTP, 1992)', '858 °C', 'Crystals; melting point: 19.3 °C /Tetrahydrate/']"
6292,"['120 °C', '120 °C']"
7406,"['-140.9 °F (USCG, 1999)', '-96.0 °C', '-96.9 °C', '-96 °C', '-141 °F', '-141 °F']"
8342,"['379.4 °F (USCG, 1999)', '195 °C', 'Melting Point: greater than or equal to 188 °C /Technical Grade/']"
7848,"['-171 °F (USCG, 1999)', '-113.3 °C', '-113.3 °C', '-113 °C', '-172 °F']"
5372798,"['32 °F (EPA, 1998)', '0.1 °C']"
17358,"['-83 °F (Sublimes) (NIOSH, 2023)', '-50.8 °C', '-51 °C', '-83 °F (sublimes)', '-83 °F (Sublimes)']"
1794427,['205 - 209 °C']
7247,"['-47.2 °F (USCG, 1999)', '-43.77 °C', 'Heat of fusion at melting point= 1.3192X10+7 J/kmol; Liquid Molar Volume= 0.137779 cu m/kmol.', '-43.8 °C', '-44 °C', '-77 °F']"
10952,['-44.0 °C']
7257,"['162 °F (NTP, 1992)', '71-72 °C', '72 °C']"
182951,['126-127 °C']
6966,"['286 °C', '287 °C']"
222464,['88 °C']
11906,['-17 °C']
6375,"['-20 °F (NTP, 1992)', '-28.7 °C', '-29 °C', '-20 °F', '-20 °F']"
7726,"['111 to 117 °F (NTP, 1992)']"
85689,"['32 °C', '35-36 °C', '89.6 °F']"
6828,"['174 °F (NTP, 1992)']"
7904,"['-136 °F (EPA, 1998)', '-93.2 °C', '-100 °C', '-93.2 °C', '-136 °F', '-136 °F']"
10421208,['394 °C']
176,"['61.9 °F (NTP, 1992)', '347 °F (USCG, 1999)', '16.6 °C', '16.635 °C', '16.6 °C', '16.7 °C', '62 °F', '62 °F']"
10890,['-73.2 °C']
16720,"['374 °F (NTP, 1992)', '190 °C', '187 °C']"
4488,"['203 °C', '203 °C']"
947,"['-354 °F (USCG, 1999)', '-354 °F (USCG, 1999)', '-210.01 °C (63.14K)', 'TRIPLE POINT TEMP: 63.1 DEG K; TRIPLE POINT PRESSURE: 0.127 ATM; HEAT OF FUSION: 6.1 CAL/G', '-210.01 °C', '-210 °C']"
5988,"['320 to 367 °F (decomposes) (NTP, 1992)', '185.5 °C', '185.5 °C', '185.5 °C', '320-367 °F (decomposes)', '320-367 °F (Decomposes)']"
6518,"['140', '140.5 °C', '138 °C']"
31657,"['212 to 216 °F Pure compound changes to different form upon melting, with a melting point of 226 to 230 °F. (EPA, 1998)', '100-102 °C, changes to a different crystalline form, mp 108-110 °C']"
13543,"['165 to 167 °F (NTP, 1992)', '75 °C']"
5452,"['73 °C', '72-74 °C', 'MP: 158-160 °C. UV max (water): 262, 310 nm (epsilon 41842, 3215); (95% ethanol): 264, 310 nm (epsilon 41598, 3256); (0.1N HCl): 264, 305 nm (epsilon 42371, 5495): (0.1N NaOH): 263 nm (epsilon 18392). Soluble in water (1 in 9); freely soluble in ethanol (1 in 10), methanol, chloroform (1 in 5). Insoluble in ether /Thioridazine hydrochloride/', '73 °C']"
2431,['238']
53597,['215 °C']
60490,"['144.2-145.2 °C', '144.2 - 145.2 °C']"
31645,['90.5 °C']
21863,['163 - 165 °C']
13836,"['473 °F Decomposes (EPA, 1998)', '239 °C (decomposes)']"
8462,"['27.5 °F (NTP, 1992)']"
10178,"['268 °F (NIOSH, 2023)', '130-132 °C', '130 °C', '268 °F']"
2165,"['206-208', '208 °C (decomposes)', 'Yellow crystals from methanol. Melting point 243 °C. Slightly soluble in water and alcohol /Amodiaquine dihydrochloride hemihydrate/', '208 °C']"
7597,['80-81 °C']
31344,"['260.6 °F (USCG, 1999)', '129.3 °C', '127 °C']"
62648,['Decomposes at 120 °C']
7697,"['86–92', '78 °C']"
43226,['117 - 119 °C']
7173,['5-10 °C and 20-25 °C (two forms)']
7255,"['79 °F (NTP, 1992)', '26 °C']"
9604652,['105 - 106 °C']
10452,"['112.3 °C', '112 - 113 °C']"
6391,"['-252 °F (NTP, 1992)', '-157.1 °C', '-158 °C', '-158 °C', '-252 °F', '-252 °F']"
1183,"['178 to 181 °F (NTP, 1992)', '81-83 °C', '81.5 °C', '81-83 °C']"
4474,"['136-138 °C', '136 - 138 °C']"
7099,"['285 °C', '284-286 °C', '285 °C']"
5355863,"['44.4 to 70 °F trans isomer / cis isomer (EPA, 1998)', '6.9 °C (trans), 21 °C (cis)', '44.4-70 °F (trans-) 70 °F (cis-)', '44 °F (trans-) 70 °F (cis-)']"
8305,"['146.5 - 147.5 °C', 'MELTING POINT: 144 °C /Technical product/', '148-149 °C']"
15533,['45-46 °C']
3001055,"['69-70 °C', 'MP: 133-134 °C /RATINIDINE HYDROCHLORIDE/']"
6009,"['225 to 228 °F (NTP, 1992)', '134.5 °C', '107-109 °C', '134.5 °C']"
8197,"['-40 °F (NTP, 1992)', 'FP: -30 °C', '-46 - -30 °C']"
17409,"['Decomposes at approximately 581 °F (NTP, 1992)']"
441278,"['145.4-147.2 °C', '146.3 °C']"
223368,['239 °C']
135565674,"['132', '180 °C']"
8621,['95-96 °C']
11124,"['-125 °F (NTP, 1992)', '-87.5 °C', '-87.5 °C', '-88 °C']"
4507,"['156-160 °C', '156 - 160 °C']"
41385,['167 to 169 °C']
25146,"['153 to 156 °F solid; 144 to 147 °F recrystallized from toluene and hexane (EPA, 1998)', '67-69 °C /solid/; 62-64 °C when recrystallized from toluene and hexane', 'MP: 167-169 °C']"
2078,"['40-41 °C', 'Colorless crystals; MW: 269.77; MP: 39.5-41.5 °C; specific gravity 1.133 at 25 °C/15.6 °C. /Technical alachlor/', '39.5 - 41.5 °C', '40 °C', '104-106 °F']"
5834,['238']
2118,"['228-229.5 °C', '228-228.5 °C', '228 - 228.5 °C']"
4680,"['226 (dec) °C', '147.5 °C', 'White, monoclinic prisms from water. MP: 224.5 °C; Very soluble in water, ethanol /Papaverine hydrochloride/']"
10564,['500 °C (decomposes)']
7950,"['145 to 147 °F (NTP, 1992)', '62.8 °C', '63 °C']"
275196,"['176 °C', '176 °C']"
68870,['148']
6862,"['135 °C', '134.5-135.5 °C', 'Melting point of 125-128 °C /Technical grade/', '134.5 - 135.5 °C']"
67116,['64 - 65 °C']
12281,['51-53 °C']
7969,"['5.4 °F (EPA, 1998)', '-14.87 °C', '-14.8 °C', '-15 °C', '5.4 °F', '5 °F']"
15816,['108 - 110 °C']
11560,"['-40 °F (NTP, 1992)', '-39.8 °C']"
14145,['105-105.6 °C']
7503,"['-54 to -45 °F (EPA, 1998)', '-39.4 °C', 'MP: -48 to -43 °C. Specific gravity: 1.100 at 20 °C/20 °C. Rapidly decomposes when heated in the presence of iron', '~-43 °C', '-38 °F', '-38 °F']"
7064,"['227-228 °C', '228 °C']"
8902,"['-39.3 °F (NTP, 1992)', '-63 °C']"
6378,"['-169.83 °F (EPA, 1998)', '-112.13 °C', '-111.9 °C', '-112 °C', '-170 °F', '-170 °F']"
16212360,"['392 °F Decomposes at 392 °F. (EPA, 1998)', '200-202 °C; decomposes above melting point', '392 °F (decomposes)', '392 °F']"
31277,"['129 °C', '129 °C']"
6366,"['-188.5 °F (NTP, 1992)', '-122.5 °C', 'Latent heat of fusion: 6.51 kJ/mol at melting point', '-122 °C', '-188.5 °F', '-189 °F']"
6884,['61 - 62 °C']
123596,['MP: 226 °C (alpha form); 217 °C (beta form)']
17869,"['-30 °C (freezing point)', '-30 °C']"
11048,"['572 °F (decomposes) (NTP, 1992)']"
13290,['68-70 °C']
6880,['25']
802,['168.5 °C']
5565,"['54 °F (NTP, 1992)', '12', '12 °C', '-35 °C', '54 °F']"
1049,"['-44 °F (NTP, 1992)', '-41.6 °C', '-42 °C', '-42 °C', '-44 °F', '-44 °F']"
8419,"['108 to 109 °F (NTP, 1992)', '58 °C']"
8330,"['210 to 212 °F (NTP, 1992)', '99.5 °C', '99 °C']"
7267,"['160 to 163 °F (NTP, 1992)', '74.5 °C', '71 - 73 °C']"
5280445,['329.5 °C']
2474,"['107-108 °C', '107.5 to 108 °C', '107 - 108 °C']"
7914,"['-123 °F (USCG, 1999)', '-86.8 °C', '-60 °C', '-123 °F', '-76 °F']"
16402,"['108 °F (NTP, 1992)', '42 °C', '23-41 °C', '108 °F']"
11969,['148.5 °C']
2347,"['less than -31 °F (NTP, 1992)', '-35 °C', '-35 °C']"
667493,"['570 to 577 °F (Decomposes) (NTP, 1992)']"
6274,"['287 dec °C', '287 °C (decomp)', 'MP: 80 °C; anhydrous, mp: 140 °C /monohydrate/', '287 °C']"
3606,"['185-188 °C', 'CRYSTALS; MP: 137-139 °C /DIACETATE/', 'CRYSTALS FROM PETROLEUM ETHER; MP: 127-128 °C /DIPROPIONATE/']"
8880,['63-65 °C']
9294,"['34 °C', '38.1 °C', '34 °C']"
6345,['-136.8 °C']
33256,['175 °C']
7268,['-38.5 °C']
7474,"['182.5 °F (NTP, 1992)', '82-84 °C', 'The liquid molar volume is 0.121 cu m/kmol. The IG heat of formation is 3.72X10+7 J/kmol. The heat fusion at the melting point is 1.41X10+7 J/kmol.', '82-84 °C', '182 °F', '182 °F']"
13286,['135 °C']
7236,"['-15 °F (NTP, 1992)', '-27.8 °C']"
8285,"['502 °F (USCG, 1999)', '258 °C', '260 °C', '500 °F (sublimes)', '500 °F (Sublimes)']"
12198,['-31 °C']
16686,['122-123 °C']
8657,['-31.2 °C']
59701732,['300']
101748,['187 - 188 °C']
8376,"['177.6 °F (NTP, 1992)', '80.1 °C', '80.1 °C', '80.1 °C', '177.6 °F', '176 °F']"
6575,"['-99 °F (NTP, 1992)', '-84.7 °C', '-84.8 °C', '-86 °C', '-99 °F', '-99 °F']"
2200,"['227-229', '120-122 °C']"
4075,"['536 °F (decomposes) (NTP, 1992)', '260-280 °C', '283 °C', '283 °C']"
31101,['215-218']
2995,"['214-218 °C', '214 - 218 °C']"
3283,"['-177.3 °F (NTP, 1992)', '-116.3 °C (stable crystals); -123.3 °C (metastable crystals)', '-116 °C', '-177 °F', '-177 °F']"
7410,"['67.5 °F (USCG, 1999)', '19.4 °C', '20 °C', '20 °C', '67.5 °F']"
6942,"['110 °C (decomposes)', '109 - 111.5 °C']"
1032,"['-6.7 °F (NTP, 1992)', '-20.7 °C', '-21.5 °C', '-20.7 °C', '-21 °C', '-6.7 °F', '5 °F']"
24007,['340 °C under pressure']
12960,['-40 °C']
10522,"['95 to 99 °F (NTP, 1992)', '36 to 37.5 °C', '37 °C']"
10083,['97.5 °C']
31070,"['121 °F (EPA, 1998)', '49 °C', 'Off-white to tan waxy solid with a melting point of 49 °C and a vapor pressure of 4.7X10-5 mm Hg at 20 °C /Technical grade/', '49 °C', '49.2 °C', '121 °F', '121 °F']"
7953,['-44.5 °C']
8905,"['482 °F approximately with decomposition (NTP, 1992)']"
11345,['-57 °C']
13387,"['-9 °F (NTP, 1992)', '-25 °C', '-24.4 °C', '-9 °F']"
6422,"['-15.4 °C', '-15.4 °C', '-15 °C']"
9878,"['292-303', '297 °C']"
6305,"['554 to 558 °F (Decomposes) (NTP, 1992)', '290.5 dec °C', '282 °C (decomposes)', '230 °C']"
7114,"['237 °F (NIOSH, 2023)', '114 °C', '114 °C', '237 °F', '237 °F']"
441401,"['154.5', '181.5-182.5 °C']"
398,"['-135 °F (NTP, 1992)', '-91.3 °C', '-91 °C', '-135 °F', '-135 °F']"
4156,"['68 °F (NTP, 1992)', '20 °C']"
2119,"['107-109 °C', '107 - 109 °C']"
18616,"['238.1 °F (USCG, 1999)', '255-256 °C']"
10509,"['57.6 °F (EPA, 1998)', '13.8 °C', '13 °C', '57.6 °F', '57 °F']"
3039,"['183 °F (NTP, 1992)', 'Less than -60 °C', '-60 °C', '183 °F']"
11392,"['174 °F (NIOSH, 2023)', '79 °C', '174 °F']"
5457,['173-176']
12374,"['45 °C', '41.5 °C', '42.8 °C']"
1018,['136.5 °C']
57469,"['292-294 °C', '292-294 °C', '292 - 294 °C']"
13904,['85 °C']
5284627,"['123-125 ºC', '125-126 °C', '125 - 126 °C']"
3608,"['146.5 °C', '67.00 °C. @ 760.00 mm Hg']"
456201,"['146 °C', '148-152 °C']"
7933,"['91 °F (NTP, 1992)', '32.6 °C', '33.5 °C', '33 °C']"
6669,"['274.1 to 277.7 °F (NTP, 1992)', '135.5 °C', '135.5 - 136 °C']"
8593,['218 °C']
14888,"['379 to 594.1 °F ; Arsenolite and claudetite forms sublime at 379 °F. (EPA, 1998)', '313 °C (claudetite); 274 °C (arsenolite)', '275-313 °C']"
6319,"['293 to 306 °F (NTP, 1992)', '150-151 °C', 'Specific gravity: 1.28; melting point: 145-152 °C', '150-151 °C']"
1489,['118-120 °C']
3423265,"['399 to 405 °F (NTP, 1992)', '205.5 °C', '204 °C']"
6777,"['144 to 149 °F (NTP, 1992)', '66 °C', '66 °C']"
7976,['-29 °C']
7847,"['-126 °F (EPA, 1998)', '-87.8 °C', '-87.7 °C', '-88 °C', '-126 °F', '-126 °F']"
10457,['144 °C']
8755,['60-61 °C']
11524,['-9.2 °C (cis-isomer)']
9033,"['-98 °F Freezing Point (EPA, 1998)', 'Freezing point: -71.5 °C', '-74 °C', '-97 °F', '-97 °F']"
4115,"['187 to 190 °F (NTP, 1992)', '87 °C', 'MP: 172 °F (77.78 °C)', 'MP: 89 °C (technical, 77 °C)', '89 °C', '171 °F', '171 °F']"
6732,"['227.3 to 230.9 °F (NTP, 1992)', '108.5-110.5 °C', '108-110 °C', '230 °F', '230 °F']"
7881,"['8.6 °F (ICSC, 2023)', '-13 °C', '-13 °C']"
33557,"['Decomposes at 527 °F to sodium and nitrogen (EPA, 1998)', '275 °C (decomp)', '527 °F (decomposes to sodium and nitrogen)', '527 °F (Decomposes)']"
8447,"['334 °F (NTP, 1992)', '180 °C', 'MP: 168 °C MIN /COMMERCIAL PRODUCT/', '180 °C']"
6552009,"['202 °C', 'Hexanogal plates from petroleum ether; melting point: 204 °C; boiling   point: 210 °C at 779 mm Hg /L-Borneol/', '216 °C', 'Crystals from petroleum ether. sublimes on heating, MP: 212 °C (in a sealed tube). Practically insoluble in water. Readily soluble in alcohol, ether, chloroform /dl-Isoborneol/', 'Crystals from petroleum ether. MP: 214 °C. Approx optical rotation: +34.3 deg in alcohol solution /d-Isoborneol/', 'Crystals from petroleum ether. MP: 214 °C; Approx optical rotation -34.3 deg in alcohol solution /l-Isoborneol/']"
25912,['95-97 °C']
14264,"['86 °F (NIOSH, 2023)', '31 °C', '31 °C', '86 °F']"
5405,"['147 °C', '146.5-148.5 °C', '146.5 - 148.5 °C']"
12310947,"['219 °F (NIOSH, 2023)', '219 °F for pure product; 120 to 140 °F for technical product. (EPA, 1998)', '104 °C', 'MP: 40-60 °C /TECHNICAL GRADE ALDRIN/', '104-105 °C', '219 °F', '219 °F']"
22856,['40.6 °C']
53232,"['174.5 °C', '179 °C', 'MP: 174.5 °C (under nitrogen)', '174.5 °C']"
126941,"['365 to 399 °F (decomposes) (NTP, 1992)', '195 °C', 'Melting point: 185-204 °C. /Methotrexate monohydrate/', '195 °C', '356-399 °F']"
5125,['Below -25 °C']
3446,"['162-166 °C; also reported as 165-167 °C', '165 - 167 °C']"
3082,"['125 °F 113 to 117 °F for technical product. (EPA, 1998)', '52-52.5 °C', '51-52 °C', '125 °F']"
8210,"['-76 °F (NTP, 1992)']"
131854750,['155-157 °C /D-form/']
11164,"['-49 °F (NTP, 1992)', '-45 °C', '-49 °F', '-49 °F']"
99288,['60 - 64 °C']
8060,"['-67 to -58 °F (NTP, 1992)', '-55 °C']"
7762,"['-135 °F (USCG, 1999)', '-97 °C', '-93.3 °C']"
10698,"['73 °C', '73 °C']"
8481,['149 °C']
7910,"['less than -130 °F (USCG, 1999)', '-90 °C', '-90 °C', '-130 °F', '-130 °F']"
864,['47.5-48 °C']
4093,"['61 °F (NTP, 1992)', '61 °F (NIOSH, 2023)', '16 °C', '16 °C', '61 °F', '61 °F']"
6430,"['-223 °F (NIOSH, 2023)', '-99.4 °C', '-106 °C', '-106 °C', '-223 °F', '-223 °F']"
7394,"['-33 °F (NTP, 1992)', '-33 °C', '-33 °F']"
2913,"['112.3-113.3', '112.3-113.3 °C', '215 - 217 °C']"
4033,"['-76 °F (EPA, 1998)', '108 - 110°C', '-60 °C', '108 - 111 °C']"
16323,"['171.9 °F (NTP, 1992)']"
6587,"['-130 °F (NTP, 1992)', '-89.42 °C', '-90 °C', '-130 °F', '-130 °F']"
2541,['183-185 °C']
33637,['-34.1 °C']
14925,['166 °C']
76970394,"['318 to 320 °F (EPA, 1998)']"
6047,"['295', '284-286 °C', '285 °C']"
403,"['367 to 369 °F (NTP, 1992)', '367-369 °F', '187.5 °C', '187.50 °C. @ 760.00 mm Hg']"
5558,"['48 °F (NTP, 1992)', '8.69 °C', '8.3 °C', '47 °F', '47 °F']"
11485,['86-88 °C']
4477,"['230 °C', '225-230 °C']"
11596,['53 °C']
79025,['146 °C']
21954,"['greater than 572 °F (decomposes) (NTP, 1992)', '298-300 °C']"
4189,"['170', '159 - 163 °C']"
6894,['O-2 °C']
31242,"['46 °C', '44.00 to 46.00 °C. @ 760.00 mm Hg']"
440968,['-62 °C']
31304,"['397 °F (EPA, 1998)', '203.5 °C', '203 °C']"
8011,"['-51 °F (NTP, 1992)', '-46 °C', '-46 °C']"
71188,"['219-221 °C', '219 - 221 °C']"
2554,"['189-192', '190.2 °C', '190.2 °C']"
3784,"['168-170 °C', '168 - 170 °C']"
8289,"['122 to 124 °F (NTP, 1992)', '49.39 °C', '49-50 °C', '122-124 °F', '120 °F']"
2266,"['106.5 °C', '160.5 °C', '106.5 °C']"
6693,['273-274 °C']
7804,['87.3 °C']
941361,['251.5']
39985,['39-41 °C']
3779,"['180', '170.5 °C']"
15600,"['-21.5 °F (NTP, 1992)', '-29.7 °C', '-31.00 to -28.00 °C. @ 760.00 mm Hg', '-29.7 °C']"
3331,"['151.5 °C', '151-153 °C', '151.5 °C']"
6569,"['-123.3 °F (NTP, 1992)', '-86.67 °C', '-86.6 °C', '-86 °C', '-123 °F', '-123 °F']"
7409,"['68 °F (NTP, 1992)', '20.7 °C', '20 °C']"
6010,"['163 °C', '161-166 °C', '323.6-334.4 °F']"
6558,"['-121 °F (NTP, 1992)', '-85 °C', '-84.6 °C', '-85 °C']"
7447,"['244 °F (NTP, 1992)', '118 °C']"
57363,"['252-254 °C', '252-254 °C', '252 - 254 °C']"
5455,"['311 to 313 °F (NTP, 1992)', '155-156 °C', 'MP: 146 °C /Commercial grade/', '155-156 °C', '312 °F', '312 °F']"
8738,"['-45 °F (NIOSH, 2023)', 'Freezing point: -43 °C', '-28 °C', '-45 °F', '-45 °F']"
16322,['1 °C']
5770,"['507 to 509 °F (decomposes) (NTP, 1992)', '264.5 °C', '264.5 °C', '264.5 °C']"
7898,['119.5 °C']
5280965,"['greater than 338 °F (decomposes) (NTP, 1992)', '170 °C', '170 °C (gradual decomposition)', '170.0 °C']"
6276,"['-110 °F (NTP, 1992)', '-79 °C', '-78.9 °C', '-79 °C']"
4893,"['277-280', '279 °C']"
6763,['206-207 °C']
8265,"['239 °C', '231-235 °C']"
28700,['25-30 °C']
1148,"['527 to 540 °F (NTP, 1992)', '293 °C']"
853433,"['14 °F (NTP, 1992)', '-10 °C', '-10 °C']"
107297,['247 °C']
15553,"['151-152 °C', '151-152 °C']"
18283,"['318 to 320 °F (NTP, 1992)', '159-160 °C', '165-166 °C', '159 - 160 °C']"
7305,['-42 °C']
37840,"['222 °C', 'Melting point = 224 °C (commercial products are mixtures; the melting point given is for the low end of the range)']"
8955,['192 °C']
1118,"['50.65 °F (EPA, 1998)', '51 °F (NIOSH, 2023)', '10.31 °C', '10 °C', '51 °F', '51 °F']"
5362507,['132 °C']
31276,"['-109.3 °F (NTP, 1992)', '-78.5 °C', '-78.5 °C', '-79 °C', '-109 °F', '-109 °F']"
10707,"['244.4 °F (USCG, 1999)', '117 - 118.5 °C', '118 °C', '244 °F']"
6202,"['164 °C', 'MP: 248 °C, DECOMP /HYDROCHLORIDE/']"
7840,"['-166 °F (USCG, 1999)', '-110 °C', 'Liquid molar volume = 0.09143 cu m/kmol; IG heat of formation = -8.7864X10+7 J/kmol; Heat fusion at melting point = 6.5270X10+6 J/kmol', '-110 °C', '-166 °F']"
177,"['-190.3 °F (NTP, 1992)', '-123.4 °C', '-123 °C', '-123 °C', '-190 °F', '-190 °F']"
19463,['10 °C']
3049,"['227-228 °C', 'PRISMS FROM ALC; MP: 119-120 °C /DIENESTROL DIACETATE/', 'SUBLIMES @ 130 °C @ 1 MM HG; THE SUBLIMATE MP: 231-234 °C', 'MP: 179 °C; HAS NO ESTROGENIC ACTIVITY /DIENESTROL ISODIENESTROL/', '227.5 °C']"
2723949,"['234 to 237 °F (NTP, 1992)', '113-114 °C', '113-116 °C']"
7635,['-80 °C']
753,"['64 °F (NTP, 1992)', '18.1 °C', '20 °C', '18 °C', '64 °F', '64 °F']"
10843,"['149.9 °F (NTP, 1992)']"
6013,"['155 °C', '151.0 °C', 'MP: 153-157 °C', 'MP: 140-141 °C /Testosterone acetate/', 'Crystals. MP: 36-37.5 °C. Very soluble in ether; soluble in vegetable oils. Insoluble in water /Enanthate/', '155 °C', '311 °F']"
31251,['-44.5 °C']
